Area Code (FAO),Nation,Item,Year,Value,Unit,Element
23,Belize,"Coffee, green",1961,,tonnes,Production
23,Belize,"Coffee, green",1962,,tonnes,Production
23,Belize,"Coffee, green",1963,,tonnes,Production
23,Belize,"Coffee, green",1964,,tonnes,Production
23,Belize,"Coffee, green",1965,,tonnes,Production
23,Belize,"Coffee, green",1966,,tonnes,Production
23,Belize,"Coffee, green",1967,,tonnes,Production
23,Belize,"Coffee, green",1968,,tonnes,Production
23,Belize,"Coffee, green",1969,,tonnes,Production
23,Belize,"Coffee, green",1970,,tonnes,Production
23,Belize,"Coffee, green",1971,,tonnes,Production
23,Belize,"Coffee, green",1972,,tonnes,Production
23,Belize,"Coffee, green",1973,,tonnes,Production
23,Belize,"Coffee, green",1974,,tonnes,Production
23,Belize,"Coffee, green",1975,,tonnes,Production
23,Belize,"Coffee, green",1976,,tonnes,Production
23,Belize,"Coffee, green",1977,,tonnes,Production
23,Belize,"Coffee, green",1978,,tonnes,Production
23,Belize,"Coffee, green",1979,,tonnes,Production
23,Belize,"Coffee, green",1980,,tonnes,Production
23,Belize,"Coffee, green",1981,,tonnes,Production
23,Belize,"Coffee, green",1982,,tonnes,Production
23,Belize,"Coffee, green",1983,,tonnes,Production
23,Belize,"Coffee, green",1984,,tonnes,Production
23,Belize,"Coffee, green",1985,,tonnes,Production
23,Belize,"Coffee, green",1986,,tonnes,Production
23,Belize,"Coffee, green",1987,,tonnes,Production
23,Belize,"Coffee, green",1988,,tonnes,Production
23,Belize,"Coffee, green",1989,,tonnes,Production
23,Belize,"Coffee, green",1990,,tonnes,Production
23,Belize,"Coffee, green",1991,,tonnes,Production
23,Belize,"Coffee, green",1992,,tonnes,Production
23,Belize,"Coffee, green",1993,,tonnes,Production
23,Belize,"Coffee, green",1994,,tonnes,Production
23,Belize,"Coffee, green",1995,,tonnes,Production
23,Belize,"Coffee, green",1996,,tonnes,Production
23,Belize,"Coffee, green",1997,,tonnes,Production
23,Belize,"Coffee, green",1998,93,tonnes,Production
23,Belize,"Coffee, green",1999,70,tonnes,Production
23,Belize,"Coffee, green",2000,165,tonnes,Production
23,Belize,"Coffee, green",2001,229,tonnes,Production
23,Belize,"Coffee, green",2002,227,tonnes,Production
23,Belize,"Coffee, green",2003,229,tonnes,Production
23,Belize,"Coffee, green",2004,231,tonnes,Production
23,Belize,"Coffee, green",2005,54,tonnes,Production
23,Belize,"Coffee, green",2006,95,tonnes,Production
23,Belize,"Coffee, green",2007,45,tonnes,Production
23,Belize,"Coffee, green",2008,90,tonnes,Production
23,Belize,"Coffee, green",2009,105,tonnes,Production
23,Belize,"Coffee, green",2010,90,tonnes,Production
23,Belize,"Coffee, green",2011,91,tonnes,Production
23,Belize,"Coffee, green",2012,89,tonnes,Production
23,Belize,"Coffee, green",2013,87,tonnes,Production
23,Belize,"Coffee, green",2014,88,tonnes,Production
23,Belize,"Coffee, green",2015,91,tonnes,Production
23,Belize,"Coffee, green",2016,92,tonnes,Production
23,Belize,"Coffee, green",2017,90,tonnes,Production
23,Belize,"Coffee, green",2018,89,tonnes,Production
23,Belize,"Coffee, green",2019,88,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1961,4400,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1962,4400,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1963,4400,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1964,7400,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1965,4700,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1966,7700,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1967,8200,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1968,9500,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1969,10100,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1970,11200,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1971,12400,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1972,13000,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1973,13400,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1974,13870,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1975,14900,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1976,14664,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1977,13372,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1978,13424,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1979,15700,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1980,20540,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1981,21325,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1982,21179,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1983,21141,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1984,21566,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1985,23361,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1986,24153,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1987,25200,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1988,25450,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1989,26740,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1990,24378,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1991,14071,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1992,15179,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1993,13153,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1994,19216,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1995,20323,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1996,22015,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1997,22608,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1998,22532,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",1999,26931,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2000,27696,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2001,24086,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2002,24513,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2003,24700,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2004,24546,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2005,24976,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2006,25272,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2007,27012,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2008,27305,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2009,28270,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2010,27327,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2011,27596,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2012,28137,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2013,29455,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2014,20496,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2015,20954,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2016,21427,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2017,21181,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2018,22121,tonnes,Production
19,Bolivia (Plurinational State of),"Coffee, green",2019,24841,tonnes,Production
21,Brazil,"Coffee, green",1961,2228704,tonnes,Production
21,Brazil,"Coffee, green",1962,2190303,tonnes,Production
21,Brazil,"Coffee, green",1963,1650527,tonnes,Production
21,Brazil,"Coffee, green",1964,1042013,tonnes,Production
21,Brazil,"Coffee, green",1965,2294047,tonnes,Production
21,Brazil,"Coffee, green",1966,1202868,tonnes,Production
21,Brazil,"Coffee, green",1967,1507500,tonnes,Production
21,Brazil,"Coffee, green",1968,1057700,tonnes,Production
21,Brazil,"Coffee, green",1969,1283500,tonnes,Production
21,Brazil,"Coffee, green",1970,754800,tonnes,Production
21,Brazil,"Coffee, green",1971,1551462,tonnes,Production
21,Brazil,"Coffee, green",1972,1495705,tonnes,Production
21,Brazil,"Coffee, green",1973,872897,tonnes,Production
21,Brazil,"Coffee, green",1974,1615309,tonnes,Production
21,Brazil,"Coffee, green",1975,1272298,tonnes,Production
21,Brazil,"Coffee, green",1976,375985,tonnes,Production
21,Brazil,"Coffee, green",1977,975385,tonnes,Production
21,Brazil,"Coffee, green",1978,1267661,tonnes,Production
21,Brazil,"Coffee, green",1979,1332772,tonnes,Production
21,Brazil,"Coffee, green",1980,1061195,tonnes,Production
21,Brazil,"Coffee, green",1981,2032210,tonnes,Production
21,Brazil,"Coffee, green",1982,957931,tonnes,Production
21,Brazil,"Coffee, green",1983,1671588,tonnes,Production
21,Brazil,"Coffee, green",1984,1420281,tonnes,Production
21,Brazil,"Coffee, green",1985,1910646,tonnes,Production
21,Brazil,"Coffee, green",1986,1041406,tonnes,Production
21,Brazil,"Coffee, green",1987,2202708,tonnes,Production
21,Brazil,"Coffee, green",1988,1348014,tonnes,Production
21,Brazil,"Coffee, green",1989,1532335,tonnes,Production
21,Brazil,"Coffee, green",1990,1464856,tonnes,Production
21,Brazil,"Coffee, green",1991,1520382,tonnes,Production
21,Brazil,"Coffee, green",1992,1294373,tonnes,Production
21,Brazil,"Coffee, green",1993,1278759,tonnes,Production
21,Brazil,"Coffee, green",1994,1307289,tonnes,Production
21,Brazil,"Coffee, green",1995,930135,tonnes,Production
21,Brazil,"Coffee, green",1996,1369196,tonnes,Production
21,Brazil,"Coffee, green",1997,1228513,tonnes,Production
21,Brazil,"Coffee, green",1998,1689366,tonnes,Production
21,Brazil,"Coffee, green",1999,1631852,tonnes,Production
21,Brazil,"Coffee, green",2000,1903562,tonnes,Production
21,Brazil,"Coffee, green",2001,1819569,tonnes,Production
21,Brazil,"Coffee, green",2002,2610524,tonnes,Production
21,Brazil,"Coffee, green",2003,1987074,tonnes,Production
21,Brazil,"Coffee, green",2004,2465710,tonnes,Production
21,Brazil,"Coffee, green",2005,2140169,tonnes,Production
21,Brazil,"Coffee, green",2006,2573368,tonnes,Production
21,Brazil,"Coffee, green",2007,2249011,tonnes,Production
21,Brazil,"Coffee, green",2008,2796927,tonnes,Production
21,Brazil,"Coffee, green",2009,2440056,tonnes,Production
21,Brazil,"Coffee, green",2010,2907265,tonnes,Production
21,Brazil,"Coffee, green",2011,2700540,tonnes,Production
21,Brazil,"Coffee, green",2012,3037534,tonnes,Production
21,Brazil,"Coffee, green",2013,2964538,tonnes,Production
21,Brazil,"Coffee, green",2014,2804070,tonnes,Production
21,Brazil,"Coffee, green",2015,2647504,tonnes,Production
21,Brazil,"Coffee, green",2016,3024466,tonnes,Production
21,Brazil,"Coffee, green",2017,2684508,tonnes,Production
21,Brazil,"Coffee, green",2018,3552729,tonnes,Production
21,Brazil,"Coffee, green",2019,3009402,tonnes,Production
44,Colombia,"Coffee, green",1961,450000,tonnes,Production
44,Colombia,"Coffee, green",1962,482100,tonnes,Production
44,Colombia,"Coffee, green",1963,450000,tonnes,Production
44,Colombia,"Coffee, green",1964,468000,tonnes,Production
44,Colombia,"Coffee, green",1965,492000,tonnes,Production
44,Colombia,"Coffee, green",1966,492000,tonnes,Production
44,Colombia,"Coffee, green",1967,456000,tonnes,Production
44,Colombia,"Coffee, green",1968,480000,tonnes,Production
44,Colombia,"Coffee, green",1969,474000,tonnes,Production
44,Colombia,"Coffee, green",1970,507000,tonnes,Production
44,Colombia,"Coffee, green",1971,468000,tonnes,Production
44,Colombia,"Coffee, green",1972,432000,tonnes,Production
44,Colombia,"Coffee, green",1973,528000,tonnes,Production
44,Colombia,"Coffee, green",1974,470000,tonnes,Production
44,Colombia,"Coffee, green",1975,513200,tonnes,Production
44,Colombia,"Coffee, green",1976,483000,tonnes,Production
44,Colombia,"Coffee, green",1977,639420,tonnes,Production
44,Colombia,"Coffee, green",1978,683220,tonnes,Production
44,Colombia,"Coffee, green",1979,713340,tonnes,Production
44,Colombia,"Coffee, green",1980,724380,tonnes,Production
44,Colombia,"Coffee, green",1981,782200,tonnes,Production
44,Colombia,"Coffee, green",1982,773600,tonnes,Production
44,Colombia,"Coffee, green",1983,768600,tonnes,Production
44,Colombia,"Coffee, green",1984,807800,tonnes,Production
44,Colombia,"Coffee, green",1985,643100,tonnes,Production
44,Colombia,"Coffee, green",1986,713500,tonnes,Production
44,Colombia,"Coffee, green",1987,651600,tonnes,Production
44,Colombia,"Coffee, green",1988,708700,tonnes,Production
44,Colombia,"Coffee, green",1989,664000,tonnes,Production
44,Colombia,"Coffee, green",1990,845000,tonnes,Production
44,Colombia,"Coffee, green",1991,970740,tonnes,Production
44,Colombia,"Coffee, green",1992,1100000,tonnes,Production
44,Colombia,"Coffee, green",1993,818220,tonnes,Production
44,Colombia,"Coffee, green",1994,721860,tonnes,Production
44,Colombia,"Coffee, green",1995,821820,tonnes,Production
44,Colombia,"Coffee, green",1996,671401,tonnes,Production
44,Colombia,"Coffee, green",1997,642239,tonnes,Production
44,Colombia,"Coffee, green",1998,766980,tonnes,Production
44,Colombia,"Coffee, green",1999,546720,tonnes,Production
44,Colombia,"Coffee, green",2000,637140,tonnes,Production
44,Colombia,"Coffee, green",2001,656160,tonnes,Production
44,Colombia,"Coffee, green",2002,696840,tonnes,Production
44,Colombia,"Coffee, green",2003,694080,tonnes,Production
44,Colombia,"Coffee, green",2004,674400,tonnes,Production
44,Colombia,"Coffee, green",2005,667140,tonnes,Production
44,Colombia,"Coffee, green",2006,724740,tonnes,Production
44,Colombia,"Coffee, green",2007,757080,tonnes,Production
44,Colombia,"Coffee, green",2008,688680,tonnes,Production
44,Colombia,"Coffee, green",2009,468720,tonnes,Production
44,Colombia,"Coffee, green",2010,535380,tonnes,Production
44,Colombia,"Coffee, green",2011,468540,tonnes,Production
44,Colombia,"Coffee, green",2012,462000,tonnes,Production
44,Colombia,"Coffee, green",2013,653160,tonnes,Production
44,Colombia,"Coffee, green",2014,728400,tonnes,Production
44,Colombia,"Coffee, green",2015,827750,tonnes,Production
44,Colombia,"Coffee, green",2016,818243,tonnes,Production
44,Colombia,"Coffee, green",2017,851640,tonnes,Production
44,Colombia,"Coffee, green",2018,813420,tonnes,Production
44,Colombia,"Coffee, green",2019,885120,tonnes,Production
48,Costa Rica,"Coffee, green",1961,61769,tonnes,Production
48,Costa Rica,"Coffee, green",1962,54523,tonnes,Production
48,Costa Rica,"Coffee, green",1963,62295,tonnes,Production
48,Costa Rica,"Coffee, green",1964,47219,tonnes,Production
48,Costa Rica,"Coffee, green",1965,58384,tonnes,Production
48,Costa Rica,"Coffee, green",1966,68344,tonnes,Production
48,Costa Rica,"Coffee, green",1967,76014,tonnes,Production
48,Costa Rica,"Coffee, green",1968,69372,tonnes,Production
48,Costa Rica,"Coffee, green",1969,84549,tonnes,Production
48,Costa Rica,"Coffee, green",1970,73192,tonnes,Production
48,Costa Rica,"Coffee, green",1971,89350,tonnes,Production
48,Costa Rica,"Coffee, green",1972,78787,tonnes,Production
48,Costa Rica,"Coffee, green",1973,95721,tonnes,Production
48,Costa Rica,"Coffee, green",1974,84287,tonnes,Production
48,Costa Rica,"Coffee, green",1975,80248,tonnes,Production
48,Costa Rica,"Coffee, green",1976,81784,tonnes,Production
48,Costa Rica,"Coffee, green",1977,87183,tonnes,Production
48,Costa Rica,"Coffee, green",1978,98549,tonnes,Production
48,Costa Rica,"Coffee, green",1979,98575,tonnes,Production
48,Costa Rica,"Coffee, green",1980,106389,tonnes,Production
48,Costa Rica,"Coffee, green",1981,113102,tonnes,Production
48,Costa Rica,"Coffee, green",1982,115087,tonnes,Production
48,Costa Rica,"Coffee, green",1983,124008,tonnes,Production
48,Costa Rica,"Coffee, green",1984,136857,tonnes,Production
48,Costa Rica,"Coffee, green",1985,124000,tonnes,Production
48,Costa Rica,"Coffee, green",1986,128227,tonnes,Production
48,Costa Rica,"Coffee, green",1987,138000,tonnes,Production
48,Costa Rica,"Coffee, green",1988,144900,tonnes,Production
48,Costa Rica,"Coffee, green",1989,157000,tonnes,Production
48,Costa Rica,"Coffee, green",1990,151100,tonnes,Production
48,Costa Rica,"Coffee, green",1991,158000,tonnes,Production
48,Costa Rica,"Coffee, green",1992,168000,tonnes,Production
48,Costa Rica,"Coffee, green",1993,156927,tonnes,Production
48,Costa Rica,"Coffee, green",1994,147998,tonnes,Production
48,Costa Rica,"Coffee, green",1995,150061,tonnes,Production
48,Costa Rica,"Coffee, green",1996,154131,tonnes,Production
48,Costa Rica,"Coffee, green",1997,132015,tonnes,Production
48,Costa Rica,"Coffee, green",1998,152385,tonnes,Production
48,Costa Rica,"Coffee, green",1999,147868,tonnes,Production
48,Costa Rica,"Coffee, green",2000,161395,tonnes,Production
48,Costa Rica,"Coffee, green",2001,150289,tonnes,Production
48,Costa Rica,"Coffee, green",2002,140874,tonnes,Production
48,Costa Rica,"Coffee, green",2003,132259,tonnes,Production
48,Costa Rica,"Coffee, green",2004,126000,tonnes,Production
48,Costa Rica,"Coffee, green",2005,125669,tonnes,Production
48,Costa Rica,"Coffee, green",2006,101038,tonnes,Production
48,Costa Rica,"Coffee, green",2007,121058,tonnes,Production
48,Costa Rica,"Coffee, green",2008,111959,tonnes,Production
48,Costa Rica,"Coffee, green",2009,91403,tonnes,Production
48,Costa Rica,"Coffee, green",2010,91620,tonnes,Production
48,Costa Rica,"Coffee, green",2011,95038,tonnes,Production
48,Costa Rica,"Coffee, green",2012,117873,tonnes,Production
48,Costa Rica,"Coffee, green",2013,71381,tonnes,Production
48,Costa Rica,"Coffee, green",2014,96735,tonnes,Production
48,Costa Rica,"Coffee, green",2015,83846,tonnes,Production
48,Costa Rica,"Coffee, green",2016,93720,tonnes,Production
48,Costa Rica,"Coffee, green",2017,90419,tonnes,Production
48,Costa Rica,"Coffee, green",2018,78434,tonnes,Production
48,Costa Rica,"Coffee, green",2019,84096,tonnes,Production
56,Dominican Republic,"Coffee, green",1961,36210,tonnes,Production
56,Dominican Republic,"Coffee, green",1962,45968,tonnes,Production
56,Dominican Republic,"Coffee, green",1963,44783,tonnes,Production
56,Dominican Republic,"Coffee, green",1964,51974,tonnes,Production
56,Dominican Republic,"Coffee, green",1965,43072,tonnes,Production
56,Dominican Republic,"Coffee, green",1966,44535,tonnes,Production
56,Dominican Republic,"Coffee, green",1967,42400,tonnes,Production
56,Dominican Republic,"Coffee, green",1968,44500,tonnes,Production
56,Dominican Republic,"Coffee, green",1969,43550,tonnes,Production
56,Dominican Republic,"Coffee, green",1970,42494,tonnes,Production
56,Dominican Republic,"Coffee, green",1971,45000,tonnes,Production
56,Dominican Republic,"Coffee, green",1972,45300,tonnes,Production
56,Dominican Republic,"Coffee, green",1973,58682,tonnes,Production
56,Dominican Republic,"Coffee, green",1974,54311,tonnes,Production
56,Dominican Republic,"Coffee, green",1975,51855,tonnes,Production
56,Dominican Republic,"Coffee, green",1976,56997,tonnes,Production
56,Dominican Republic,"Coffee, green",1977,60208,tonnes,Production
56,Dominican Republic,"Coffee, green",1978,43405,tonnes,Production
56,Dominican Republic,"Coffee, green",1979,60391,tonnes,Production
56,Dominican Republic,"Coffee, green",1980,60091,tonnes,Production
56,Dominican Republic,"Coffee, green",1981,52206,tonnes,Production
56,Dominican Republic,"Coffee, green",1982,63493,tonnes,Production
56,Dominican Republic,"Coffee, green",1983,68027,tonnes,Production
56,Dominican Republic,"Coffee, green",1984,72109,tonnes,Production
56,Dominican Republic,"Coffee, green",1985,71965,tonnes,Production
56,Dominican Republic,"Coffee, green",1986,68504,tonnes,Production
56,Dominican Republic,"Coffee, green",1987,67134,tonnes,Production
56,Dominican Republic,"Coffee, green",1988,67939,tonnes,Production
56,Dominican Republic,"Coffee, green",1989,64611,tonnes,Production
56,Dominican Republic,"Coffee, green",1990,59377,tonnes,Production
56,Dominican Republic,"Coffee, green",1991,55222,tonnes,Production
56,Dominican Republic,"Coffee, green",1992,42464,tonnes,Production
56,Dominican Republic,"Coffee, green",1993,37744,tonnes,Production
56,Dominican Republic,"Coffee, green",1994,32715,tonnes,Production
56,Dominican Republic,"Coffee, green",1995,42407,tonnes,Production
56,Dominican Republic,"Coffee, green",1996,47895,tonnes,Production
56,Dominican Republic,"Coffee, green",1997,33997,tonnes,Production
56,Dominican Republic,"Coffee, green",1998,56943,tonnes,Production
56,Dominican Republic,"Coffee, green",1999,34609,tonnes,Production
56,Dominican Republic,"Coffee, green",2000,45546,tonnes,Production
56,Dominican Republic,"Coffee, green",2001,35476,tonnes,Production
56,Dominican Republic,"Coffee, green",2002,37330,tonnes,Production
56,Dominican Republic,"Coffee, green",2003,36929,tonnes,Production
56,Dominican Republic,"Coffee, green",2004,35421,tonnes,Production
56,Dominican Republic,"Coffee, green",2005,40303,tonnes,Production
56,Dominican Republic,"Coffee, green",2006,41352,tonnes,Production
56,Dominican Republic,"Coffee, green",2007,41232,tonnes,Production
56,Dominican Republic,"Coffee, green",2008,35582,tonnes,Production
56,Dominican Republic,"Coffee, green",2009,37950,tonnes,Production
56,Dominican Republic,"Coffee, green",2010,21876,tonnes,Production
56,Dominican Republic,"Coffee, green",2011,22680,tonnes,Production
56,Dominican Republic,"Coffee, green",2012,27009,tonnes,Production
56,Dominican Republic,"Coffee, green",2013,18552,tonnes,Production
56,Dominican Republic,"Coffee, green",2014,13213,tonnes,Production
56,Dominican Republic,"Coffee, green",2015,9888,tonnes,Production
56,Dominican Republic,"Coffee, green",2016,11471,tonnes,Production
56,Dominican Republic,"Coffee, green",2017,15241,tonnes,Production
56,Dominican Republic,"Coffee, green",2018,18416,tonnes,Production
56,Dominican Republic,"Coffee, green",2019,15241,tonnes,Production
58,Ecuador,"Coffee, green",1961,53500,tonnes,Production
58,Ecuador,"Coffee, green",1962,55500,tonnes,Production
58,Ecuador,"Coffee, green",1963,42800,tonnes,Production
58,Ecuador,"Coffee, green",1964,47000,tonnes,Production
58,Ecuador,"Coffee, green",1965,66200,tonnes,Production
58,Ecuador,"Coffee, green",1966,57222,tonnes,Production
58,Ecuador,"Coffee, green",1967,61731,tonnes,Production
58,Ecuador,"Coffee, green",1968,60493,tonnes,Production
58,Ecuador,"Coffee, green",1969,44345,tonnes,Production
58,Ecuador,"Coffee, green",1970,72053,tonnes,Production
58,Ecuador,"Coffee, green",1971,62252,tonnes,Production
58,Ecuador,"Coffee, green",1972,71385,tonnes,Production
58,Ecuador,"Coffee, green",1973,74980,tonnes,Production
58,Ecuador,"Coffee, green",1974,69638,tonnes,Production
58,Ecuador,"Coffee, green",1975,76437,tonnes,Production
58,Ecuador,"Coffee, green",1976,87101,tonnes,Production
58,Ecuador,"Coffee, green",1977,82680,tonnes,Production
58,Ecuador,"Coffee, green",1978,75447,tonnes,Production
58,Ecuador,"Coffee, green",1979,89728,tonnes,Production
58,Ecuador,"Coffee, green",1980,69445,tonnes,Production
58,Ecuador,"Coffee, green",1981,86085,tonnes,Production
58,Ecuador,"Coffee, green",1982,83938,tonnes,Production
58,Ecuador,"Coffee, green",1983,81075,tonnes,Production
58,Ecuador,"Coffee, green",1984,97258,tonnes,Production
58,Ecuador,"Coffee, green",1985,120861,tonnes,Production
58,Ecuador,"Coffee, green",1986,118000,tonnes,Production
58,Ecuador,"Coffee, green",1987,111720,tonnes,Production
58,Ecuador,"Coffee, green",1988,144401,tonnes,Production
58,Ecuador,"Coffee, green",1989,129309,tonnes,Production
58,Ecuador,"Coffee, green",1990,134980,tonnes,Production
58,Ecuador,"Coffee, green",1991,116917,tonnes,Production
58,Ecuador,"Coffee, green",1992,137671,tonnes,Production
