Nation,iso_code3,Code,Year,exports_enfu_pj_fuel_coal
venezuela,VEN,862,1996,-0.0
venezuela,VEN,862,1997,-0.0
venezuela,VEN,862,1998,-0.0
venezuela,VEN,862,1999,-0.0
venezuela,VEN,862,2000,-0.0
venezuela,VEN,862,2001,-0.0
venezuela,VEN,862,2002,-0.0
venezuela,VEN,862,2003,-0.0
venezuela,VEN,862,2004,-0.0
venezuela,VEN,862,2005,-0.0
venezuela,VEN,862,2006,-0.0
venezuela,VEN,862,2007,-0.0
venezuela,VEN,862,2008,-0.0
venezuela,VEN,862,2009,-0.0
venezuela,VEN,862,2010,-0.0
venezuela,VEN,862,2011,-0.0
venezuela,VEN,862,2012,-0.0
venezuela,VEN,862,2013,-0.0
venezuela,VEN,862,2014,-0.0
venezuela,VEN,862,2015,-0.0
venezuela,VEN,862,2016,-0.0
venezuela,VEN,862,2017,-0.0
